Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Lo Barnechea, Manquehue Oriente - La Dehesa",1178758550,33850.0,520,820,7,7,7,28/11/2022
"Peñalolén, Los Dirigentes , Peñalolén",80000000,2297.332,101,80,3,2,1,28/11/2022
"La Florida, Rojas Magallanes/Las Araucarias",298000000,8557.563,142,275,4,3,0,28/11/2022
"Estación Central, Aeropuerto con 5 de abril",173766770,4990.0,143,263,4,3,2,28/11/2022
"El Monte, Calle San Miguel, El Monte",80092900,2300.0,85,110,6,1,2,28/11/2022
"La Florida, San jose de la estrella, la florida",240278700,6900.0,316,121,5,2,2,28/11/2022
"Recoleta, Recoleta con Zapadores",139000000,3991.615,83,111,3,1,1,28/11/2022
"Quinta Normal, Quinta Normal, Región Metropolitana",89000000,2555.782,60,120,2,1,0,28/11/2022
"Cerrillos, Frente al mall plaza oeste",201973400,5800.0,139,149,2,2,2,28/11/2022
"Maipú, Talcamavida // Alto Jahuel",189437120,5440.0,128,250,2,2,2,28/11/2022
"Pirque, Victoria Subercaseaux",2263495000,65000.0,550,14000,4,3,0,28/11/2022
"San Bernardo, Luis Goicolea, San Bernardo",125000000,3589.582,220,135,6,2,0,28/11/2022
"Maipú, Tres Poniente , Maipú",239990000,6891.71,140,220,9,4,1,28/11/2022
"Maipú, Hermanos Carrera, Maipú",261172500,7500.0,390,47,3,2,2,28/11/2022
"Santiago, Andes nu-60827/ricardo cumming",78000000,2239.899,68,68,3,2,0,28/11/2022
"Maipú, Erick Van Dyck, Avenida Longitudinal, Gustavo Eiffel, Arquitecto Hugo Bravo",100000000,2871.665,66,120,3,1,0,28/11/2022
"Peñalolén, La bodega norte",380000000,10912.328,200,350,4,4,2,28/11/2022
"San José de Maipo, El Ingenio, San José de Maipo",290000000,8327.829,1690,230,3,3,0,28/11/2022
"Conchalí, Mercedarios",230000000,6604.83,110,470,10,5,4,28/11/2022
"Colina, Los Portones/Chicureo",470110500,13500.0,140,552,3,3,0,28/11/2022
"Maipú, Caicavilu, Maipú",110000000,3158.832,104,62,3,2,0,28/11/2022
"Lo Barnechea, Av la dehesa/club medico",759141400,21800.0,220,700,5,3,3,28/11/2022
"Maipú, Las Naciones/Ignacio García Silva",138500000,3977.256,80,140,3,3,0,28/11/2022
"Maipú, Maipu/ciudad satelite",205000000,5886.914,127,230,4,3,2,28/11/2022
"Las Condes, Presidente Errazuriz - Gertrudis Echeñique",887986500,25500.0,260,280,7,4,2,28/11/2022
"San Miguel, Sexta Avenida, San Miguel, Región Metropolitana de Santiago , Chile",799153027,22949.0,1500,218,7,2,2,28/11/2022
"Puente Alto, Pie andino",125000000,3589.582,60,60,4,2,1,28/11/2022
"Lo Barnechea, El Corregidor/El Huinganal",1131747500,32500.0,352,700,5,4,0,28/11/2022
"Huechuraba, Av paseo pie andino/panoramica norte y sur",1535694300,44100.0,358,591,4,4,1,28/11/2022
"Peñaflor, Presbitero Felix Zaragoza Sesmero, Peñaflor",146256600,4200.0,210,97,3,3,3,28/11/2022
"La Cisterna, metro San Ramon",114915900,3300.0,92,250,4,1,1,28/11/2022
"Pedro Aguirre Cerda, Av. Central cardenal raul silva/pasaje i",90000000,2584.499,60,85,5,2,1,28/11/2022
"Puente Alto, La montura",240000000,6891.997,120,380,4,3,2,28/11/2022
"Providencia, mariategui 2350",1218805000,35000.0,250,890,4,3,4,28/11/2022
"Puente Alto, San  Guillermo/Viento Norte",68000000,1952.732,80,70,3,1,1,27/11/2022
"Peñalolén, 5 dormitorios 3 baños",220000000,6317.664,140,260,5,3,2,27/11/2022
"Lo Barnechea, El tranque",832269700,23900.0,190,705,5,4,6,27/11/2022
"Peñalolén, Antupiren/camino de luna",529309600,15200.0,210,1817,4,3,4,27/11/2022
"Pirque, Camino San Vicente",692977700,19900.0,500,5000,5,3,6,27/11/2022
"Calera de Tango, Camino a Lonquén, Calera de Tango, Región Metropolitana de Santiago , Chile",131213064,3768.0,200,120,2,2,4,27/11/2022
"Puente Alto, Las paulonias",113000000,3244.982,96,105,4,2,0,27/11/2022
"Lo Barnechea, Camino el Huinganal",992455500,28500.0,257,257,4,3,3,27/11/2022
"Calera de Tango, Condominio El Kiwal, Paradero  / Camino Lonquen, Calera de Tango",574579500,16500.0,6,485,6,5,4,27/11/2022
"Colina, Los Corrales 1220",173766770,4990.0,113,170,3,3,2,27/11/2022
"Puente Alto, Condominio mirador de la hacienda",220000000,6317.664,140,140,4,3,2,27/11/2022
"Providencia, Plaza Pedro de Valdivia",574579500,16500.0,241,338,7,3,0,27/11/2022
"Colina, Casa rebajada en tranquilo barrio!!!",295995500,8500.0,118,252,3,3,4,27/11/2022
"Lo Barnechea, Camino Real/Golf de Manquehue",1041207700,29900.0,550,1097,4,4,0,27/11/2022
"Las Condes, Estadio Israelita / Avda. Las Condes / Hospital Fach",520603850,14950.0,218,370,5,4,3,27/11/2022
"Calera de Tango, Volcan parinacota 83, calera de tango",6268140000000,180000000.0,125,500,3,2,4,27/11/2022
"Maipú, Hector Olguin con Av Tres Poniente",156703500,4500.0,46,168,3,1,3,27/11/2022
"Lo Barnechea, Camino de la laguna",1006384700,28900.0,320,1200,4,4,0,27/11/2022
"Maipú, Poema Veinte, Maipú",90000000,2584.499,94,70,3,1,0,27/11/2022
"Conchalí, Almirante Silva Palma/ Metro Vivaceta/ Conchalí",129889790,3730.0,135,296,4,2,1,27/11/2022
"La Reina, Simon Bolivar/ Vicente Perez Rosales",407429100,11700.0,136,272,4,2,2,27/11/2022
"La Reina, Alvaro casanova / la reina alta",832269700,23900.0,268,600,4,4,2,27/11/2022
"Conchalí, Teniente Yavar esquina Independencia",180000000,5168.998,130,296,5,2,3,27/11/2022
"La Reina, Carlos Dickens",504933500,14500.0,190,415,4,4,2,27/11/2022
"San Bernardo, Padre Hurtado , San Bernardo",172722080,4960.0,128,118,3,3,2,27/11/2022
"Puente Alto, Futrono , Puente Alto, Región Metropolitana de Santiago , Chile",145000000,4163.915,225,123,4,1,0,27/11/2022
"La Florida, Tobalaba con departamental",153499784,4408.0,337,337,4,2,4,27/11/2022
"Puente Alto, Parque de la luna, puente alto",102031390,2930.0,75,75,3,2,1,27/11/2022
"Padre Hurtado, Avda. Laguna 3315",330818500,9500.0,225,340,5,3,3,27/11/2022
"Vitacura, Vía Aurora / Lo Curro",1668021700,47900.0,491,1028,5,5,2,27/11/2022
"Quilicura, Avenida Las Torres, Quilicura",170000000,4881.831,150,110,3,3,2,27/11/2022
"La Florida, Enrique Olivares/Jardin Alto",191526500,5500.0,95,152,3,2,1,27/11/2022
"Puente Alto, Puente alto",125000000,3589.582,103,109,4,3,2,27/11/2022
"Colina, Chamisero la reserva de chicureo",598955600,17200.0,224,1122,5,4,0,27/11/2022
"Cerrillos, Casa en condominio 3d 3b 2e",155693633,4471.0,95,160,3,3,2,27/11/2022
"Colina, Club House / Club de Golf Las Brisas de Chicureo.",1044690000,30000.0,420,2600,5,4,8,27/11/2022
"Vitacura, Clinica alemana / vitacura",463145900,13300.0,239,160,4,3,0,27/11/2022
"Las Condes, Manquehue",626814000,18000.0,210,500,4,4,5,27/11/2022
"Maipú, asunción & cayetano",150000000,4307.498,120,140,4,2,0,27/11/2022
"San Bernardo, Gerardo besoain",102727850,2950.0,155,155,4,2,1,27/11/2022
"Maipú, Las rosas",128000000,3675.732,115,70,3,2,3,27/11/2022
"San Bernardo, La vara",65119010,1870.0,68,50,3,1,2,27/11/2022
"Maipú, Avenida Sur con Universidad la Catolica",101230461,2907.0,90,110,3,2,2,27/11/2022
"La Florida, ¡oportunidad!/¡en condominio!",236796400,6800.0,140,220,3,3,0,27/11/2022
"Quilicura, Las Torres y Marcoleta",166976285,4795.0,100,129,4,2,1,27/11/2022
"El Bosque, Pasaje Armando Garcia Castillo, El Bosque",94990000,2727.795,120,75,4,1,3,27/11/2022
"Las Condes, Bocaccio y Padre Errázuriz D",504933500,14500.0,133,430,4,2,4,27/11/2022
"Curacaví, Parcela 41 / ruta 68",414393700,11900.0,235,8000,4,5,0,27/11/2022
"Cerro Navia, La estrella",130000000,3733.165,150,180,3,2,2,27/11/2022
"Las Condes, Murano / San Francisco de Asis / Genova",623331700,17900.0,138,281,3,3,2,27/11/2022
"Puente Alto, Getsemani Norte/Getsemani Sur",62000000,1780.432,50,56,3,1,0,27/11/2022
"Peñalolén, Av. Quebrada de Macul 8100",306442400,8800.0,112,250,4,3,2,27/11/2022
"Santiago, Matta sur, rogelio ugarte",169900000,4878.959,162,175,5,2,0,27/11/2022
"Colina, las brisas chicureo",1253628000,36000.0,327,10153,4,4,22,27/11/2022
"Maipú, Portales, Maipú",204933355,5885.0,120,120,3,3,3,27/11/2022
"Lo Barnechea, Bernardo Larrain Cotapos",1253628000,36000.0,394,394,7,5,8,27/11/2022
"Maipú, villa oneill ex funcionarios good year",155000000,4451.081,190,1,4,2,4,27/11/2022
"Lampa, Santa Cecilia con Arturo Prat",100000000,2871.665,51,130,3,1,2,27/11/2022
"La Reina, Alcalde Castillo Velasco 10726",1044690000,30000.0,400,620,6,6,8,27/11/2022
"Vitacura, Clínica Alemana",992107270,28490.0,214,524,3,5,8,27/11/2022
"Puente Alto, Casa 2 Pisos en Altos del Maipo",50000000,1435.833,48,72,2,1,0,27/11/2022
"Ñuñoa, Av. Americo Vespucio con Av. Grecia",295995500,8500.0,134,220,4,3,0,27/11/2022
"Independencia, Inglaterra",285000000,8184.246,300,413,4,3,0,27/11/2022
"San Miguel, Jose joaquin vallejos",323853900,9300.0,260,290,8,2,3,27/11/2022
"Colina, Av. Chamisero/De Los Sagrados Corazones",522345000,15000.0,173,440,5,5,2,27/11/2022
"Ñuñoa, Ortuzar/Av. Irarrazabal",452699000,13000.0,201,411,3,2,3,27/11/2022
"San Bernardo, El Misterio Pascual",110000000,3158.832,85,105,3,2,1,27/11/2022
"Las Condes, Rotonda Atenas",520000000,14932.659,190,398,5,3,4,27/11/2022
"Vitacura, Candelaria Goyenechea",905398000,26000.0,220,479,3,2,3,27/11/2022
"Melipilla, Melipilla, Región Metropolitana",65000000,1866.582,54,120,2,1,2,27/11/2022
"Puente Alto, Tabon// Avenida Diego Portales",75000000,2153.749,75,80,5,1,0,27/11/2022
"Puente Alto, Cardenal Fresno, Puente Alto",135461470,3890.0,118,74,3,2,0,27/11/2022
"Vitacura, Vitacura",504933500,14500.0,124,210,4,4,2,27/11/2022
"Maipú, Caramavida 573",269878250,7750.0,140,212,6,4,0,27/11/2022
"Las Condes, La Oración / Avda. Las Condes",598955600,17200.0,190,390,4,3,2,27/11/2022
"Peñalolén, Altos de peñalolen",292513200,8400.0,134,247,3,3,3,27/11/2022
"Las Condes, Presidente Errazuriz - Málaga",591991000,17000.0,140,200,4,2,1,27/11/2022
"Puente Alto, Laguna Verde, Puente Alto",97000000,2785.515,87,67,3,2,2,27/11/2022
"Colina, Lo pinto 350",696460000,20000.0,250,5004,4,4,11,27/11/2022
"Cerro Navia, Capri",80000000,2297.332,110,110,5,2,0,27/11/2022
"Renca, esmeralda con costanera",75565910,2170.0,80,90,4,1,1,27/11/2022
"Providencia, Av Salvador / Providencia",992455500,28500.0,460,800,6,3,4,27/11/2022
"San Miguel, Metro ciudad del niño",170000000,4881.831,160,200,4,1,1,27/11/2022
"Las Condes, Carlos Peña Otaegui / Las Condesa",818340500,23500.0,277,845,4,3,0,27/11/2022
"San Miguel, San Miguel, Región Metropolitana",244631575,7025.0,201,212,7,2,2,27/11/2022
"Puente Alto, Neculan, Puente Alto",165000000,4738.248,152,152,4,2,2,27/11/2022
"La Cisterna, A pocas cuadras de gran avenida",235960648,6776.0,107,337,3,1,3,27/11/2022
"La Florida, Alto macul",313058770,8990.0,127,370,4,4,0,27/11/2022
"Pedro Aguirre Cerda, club hipico & lago calafquen",115000000,3302.415,120,135,5,2,0,27/11/2022
"Lo Barnechea, Pastor Fernandez",504933500,14500.0,140,11500,3,4,3,27/11/2022
"Puente Alto, Puente Alto, Región Metropolitana",66894983,1921.0,90,140,4,1,2,27/11/2022
"La Granja, Avenida lo ovalle",195000000,5599.747,100,286,3,2,0,27/11/2022
"Estación Central, Av. Las Parcelas/Manuel Rivas Vicuña",150000000,4307.498,72,186,3,2,1,27/11/2022
"Puente Alto, Sendero Los Manzanos Sur, Puente Alto",205455700,5900.0,200,90,3,2,1,27/11/2022
"Ñuñoa, Los tres Antonio/Guillermo  Mann",78000000,2239.899,50,50,3,1,0,27/11/2022
"Ñuñoa, Av. Grecia 4242, casa ideal para remodelar",348055885,9995.0,140,340,4,2,4,27/11/2022
"Quilicura, Quilicura, Región Metropolitana",110000000,3158.832,78,121,3,3,2,27/11/2022
"San Joaquín, Av Santa Rosa/Av Salvador Allende",90000000,2584.499,83,166,5,2,1,27/11/2022
"Lampa, La montaña",168821904,4848.0,98,162,3,3,1,27/11/2022
"Colina, Avenida rukan",264306570,7590.0,112,267,4,3,4,27/11/2022
"Ñuñoa, doctor johow 996",245502150,7050.0,120,120,3,3,0,27/11/2022
"Lo Barnechea, Club de Golf Lomas de La Dehesa, Av Golf Lomas de la Dehesa, Lo Barnechea",877539600,25200.0,1,1,4,4,2,27/11/2022
"Peñalolén, OPORTUNIDAD - preciosa casa en un condominio tranquilo y seguro",362159200,10400.0,145,435,5,4,3,27/11/2022
"La Florida, Rojas magallanes- jardin alto",154000000,4422.365,139,162,5,3,2,27/11/2022
"Santiago, Porvenir",650000000,18665.824,0,0,4,2,0,27/11/2022
"Padre Hurtado, ignacio carrera pinto 565",157000000,4508.514,70,70,4,2,1,27/11/2022
"Las Condes, En golf/colegio verbo divino",1427743000,41000.0,220,806,5,4,0,27/11/2022
"Las Condes, Las Condes, Región Metropolitana",745212200,21400.0,265,480,6,5,5,27/11/2022
"Lampa, La Montaña Nte. 3650",149704077,4299.0,84,133,3,3,2,27/11/2022
"Providencia, Orquídeas/Carlos Antunez",696460000,20000.0,180,300,6,5,0,27/11/2022
"La Reina, Pasaje cordillera con pasaje dos",115000000,3302.415,100,150,4,1,1,27/11/2022
"San Bernardo, San Bernardo, Región Metropolitana",110000000,3158.832,56,90,2,1,1,27/11/2022
"Peñalolén, Quilin norte 11000",626814000000,18000000.0,230,630,6,4,2,27/11/2022
"Recoleta, Patria Vieja // Av. el Salto",749000000,21508.773,177,876,5,2,6,27/11/2022
"Las Condes, San Carlos de Apoquindo",1142194400,32800.0,300,870,6,5,3,27/11/2022
"Colina, Piedra Roja / Jose Rabat",435287500,12500.0,139,380,3,3,0,27/11/2022
"Puente Alto, Villa empart- metro las mercedes",130000000,3733.165,130,200,6,2,1,27/11/2022
"Peñaflor, diego de velasquez 398",59990000,1722.712,45,69,3,1,1,27/11/2022
"Puente Alto, Apostol Matías, Puente Alto",110040680,3160.0,150,75,3,1,1,27/11/2022
"Macul, Joaquín Rodríguez , Macul",417876000,12000.0,413,134,3,2,5,27/11/2022
"Maipú, La farfana",120000000,3445.998,96,160,3,2,4,27/11/2022
"Vitacura, Fernando de Arguello/ Brasilia Vitacura",679048500,19500.0,250,370,4,3,0,27/11/2022
"Ñuñoa, Marchant Pereira con Hernan cortez",385000000,11055.911,250,375,8,4,6,27/11/2022
"Lo Barnechea, Condominio los bravos",818340500,23500.0,260,694,4,4,4,27/11/2022
"El Bosque, Avenida lo blanco con ochacavida",146500000,4206.99,120,300,3,3,3,27/11/2022
"San Ramón, PC 59745 Vicuña Mackenna/Juan Luis San Fuentes",88000000,2527.065,105,171,5,2,0,27/11/2022
"La Reina, Limari / el molle",265000000,7609.913,200,256,4,4,0,27/11/2022
"Ñuñoa, Ñuñoa, Región Metropolitana",360000000,10337.995,108,106,4,2,1,27/11/2022
"Talagante, Talagante",679048500,19500.0,590,5800,4,3,5,27/11/2022
"Las Condes, Torremolino / los dominicos",591991000,17000.0,360,561,8,4,1,27/11/2022
"La Reina, La reina",1323274000,38000.0,270,1150,8,4,6,27/11/2022
"Colina, Chamisero",424840600,12200.0,140,460,4,4,2,27/11/2022
"Huechuraba, Los almendros poniente",679048500,19500.0,275,440,5,4,0,27/11/2022
"Peñaflor, Peñaflor, Región Metropolitana",174080177,4999.0,84,189,3,3,2,27/11/2022
"Ñuñoa, Ñuñoa, Región Metropolitana",239930470,6890.0,80,204,4,1,6,27/11/2022
"Colina, Av. Chamisero",626814000,18000.0,192,600,4,4,8,27/11/2022
"San Joaquín, Avenida central / metro camino agricola l5",127278065,3655.0,100,230,3,2,3,27/11/2022
"Puente Alto, San José esquina Tegucigalpa",98000000,2814.232,0,0,3,1,0,27/11/2022
"La Florida, Walker Martinez con Av. Mexico",143470760,4120.0,91,163,3,2,0,27/11/2022
"Santiago, Club hípico",240000000,6891.997,200,225,4,2,0,27/11/2022
"Estación Central, Marinero Pedro Aro con General Velasquez",125000000,3589.582,150,163,2,2,0,27/11/2022
"La Reina, Reina Victoria, La Reina",261172500,7500.0,82,82,3,3,1,27/11/2022
"San Joaquín, Gluck, San Joaquín",135000000,3876.748,110,163,5,2,0,27/11/2022
"Padre Hurtado, Padre Hurtado, Región Metropolitana",87000000,2498.349,75,85,4,2,1,27/11/2022
"La Reina, Álvaro Casanova // Talinay",621590550,17850.0,200,500,5,4,2,27/11/2022
"Renca, El Montijo, Renca",177562477,5099.0,115,116,5,2,2,27/11/2022
"Padre Hurtado, Toulouse con Rio Ñuble",75000000,2153.749,71,162,3,1,0,27/11/2022
"San Bernardo, Noscedal 1",132500000,3804.956,100,130,4,3,0,27/11/2022
"Peñaflor, Condominio Miraflores, Peñaflor",155832925,4475.0,80,123,3,3,2,27/11/2022
"Lampa, Avda. El parque",250377370,7190.0,123,304,3,3,2,27/11/2022
"Colina, Los Corraleros 303",159000000,4565.948,78,145,3,3,3,27/11/2022
"Pudahuel, El Tamarugo",306442400,8800.0,129,454,3,3,2,27/11/2022
"Puente Alto, Los Quillayes Norte 07593",250725600,7200.0,125,500,2,3,2,27/11/2022
"Peñaflor, Avenida Miraflores",347881770,9990.0,140,700,3,3,3,27/11/2022
"Buin, Valletranquilo",159000000,4565.948,184,197,5,3,3,27/11/2022
"Vitacura, Sport Frances",835752000,24000.0,147,465,5,4,5,27/11/2022
"Huechuraba, Con guanaco norte",348230000,10000.0,140,430,5,4,5,27/11/2022
"Las Condes, el yelcho",452699000,13000.0,110,400,2,2,2,27/11/2022
"Colina, Santa Elena",389669370,11190.0,140,350,3,3,2,27/11/2022
"Puente Alto, Eyzaguirre",80000000,2297.332,85,162,4,1,0,27/11/2022
"Maipú, Condominio Parque del Sol",135000000,3876.748,61,120,3,2,2,27/11/2022
"Melipilla, Valle de Mallarauco",272455152,7824.0,172,900,4,2,6,27/11/2022
"San Ramón, 100% solida",130000000,3733.165,90,128,4,2,0,27/11/2022
"Renca, Mamiña, Renca",65000000,1866.582,220,50,2,2,0,27/11/2022
"Renca, Avenida José Miguel Infante, Renca",76575777,2199.0,105,64,4,1,2,27/11/2022
"Peñaflor, Boldo 547 villa alto miraflores",90000000,2584.499,110,1121,3,2,1,27/11/2022
"Colina, El algarrobo 205",975044000,28000.0,467,5075,5,5,14,27/11/2022
"Lo Barnechea, El Tranque / Los Castaños",901915700,25900.0,235,440,4,4,3,27/11/2022
"Las Condes, Las Condes, Región Metropolitana",511898100,14700.0,136,308,4,2,4,27/11/2022
"Ñuñoa, Vía Trece 919 Ñuñoa",111433600,3200.0,0,0,3,2,0,27/11/2022
"La Florida, Calle el ulmo",445734400,12800.0,170,274,4,4,4,27/11/2022
"Santiago, Pio nono",936738700,26900.0,364,432,10,4,0,27/11/2022
"Maipú, Salar Grande con Avenida Cuatro Poniente",90748738,2606.0,45,128,3,1,0,27/11/2022
"Puente Alto, Pasaje Kon Tiki , entre Avda. Mexico y Avda. Las Nieves",99245550,2850.0,78,126,3,1,2,27/11/2022
"La Granja, Avenida Sur",130000000,3733.165,203,203,6,2,3,27/11/2022
"Estación Central, Anay",84000000,2412.199,80,160,3,2,1,27/11/2022
"Puente Alto, Calle a, Puente Alto",125000000,3589.582,139,85,3,2,0,27/11/2022
"Conchalí, Melchor Jofre",82000000,2354.766,52,100,3,1,1,27/11/2022
"Buin, villaseca / ruta 5 sur",127500000,3661.373,126,132,5,3,1,27/11/2022
"Lo Barnechea, Casa en venta de lujo, La Dehesa, sector Los trapenses.",1218805000,35000.0,298,735,5,4,4,27/11/2022
"La Florida, Santa Julia/Rojas Magallanes",175298982,5034.0,110,127,3,3,0,27/11/2022
"Lampa, Avenida La Montaña Sur, Lampa",156703500,4500.0,90,160,3,2,3,27/11/2022
"Colina, Claudio Arrau 1",58000000,1665.566,38,118,5,1,1,27/11/2022
"Ñuñoa, Metro Ñuñoa/Pedro de Valdivia",333952570,9590.0,300,576,7,5,0,27/11/2022
"Peñaflor, 21 de Mayo, Peñaflor",57632065,1655.0,55,80,3,2,3,27/11/2022
"Colina, Exclusiva casa en las brisas de chicureo",975044000,28000.0,400,2600,5,4,0,27/11/2022
"Maipú, halcon",120000000,3445.998,73,85,4,1,3,27/11/2022
"Las Condes, domingo Bondi / Sebastián el Cano",588508700,16900.0,195,300,4,3,2,27/11/2022
"La Cisterna, Gran casa de esquina, Calle Isabel la Católica, La Cisterna, Metro El Parrón",350000000,10050.828,120,538,2,1,4,27/11/2022
"La Florida, Palena/ Walker Martinez",198491100,5700.0,111,111,4,2,1,27/11/2022
"Padre Hurtado, brasilia & el Roble",174045354,4998.0,108,271,2,2,2,27/11/2022
"Las Condes, otoñal con General Blanche",1706327000,49000.0,500,1300,6,7,4,27/11/2022
"La Reina, Hospital Militar/Registro Civil/Larrain",268137100,7700.0,110,129,3,3,2,27/11/2022
"Calera de Tango, Camino Lonquen, Calera de Tango",150470183,4321.0,400,72,4,2,0,27/11/2022
"San Bernardo, Gral urrutia nu-59224/parque el morado",79000000,2268.616,70,70,3,2,0,27/11/2022
"Lampa, Casa 2 Pisos en Larapinta",70000000,2010.166,66,70,2,1,0,27/11/2022
"Puente Alto, volcán quizapu & coquimbo",147997750,4250.0,98,174,3,2,2,27/11/2022
"Santiago, Roberto Espinoza 1424",88798650,2550.0,88,90,3,2,0,27/11/2022
"Las Condes, Alonso de Camargo - IV Centenario",400116270,11490.0,139,280,4,3,3,27/11/2022
"Ñuñoa, Ñuñoa, Región Metropolitana",1034243100,29700.0,784,210,4,4,0,27/11/2022
"Peñalolén, Alvaro casanova, jose arrieta, cumbres",452350770,12990.0,160,340,5,3,0,27/11/2022
"Maipú, Maipú, cerca de la Plaza Maipú",79900000,2294.461,88,98,2,1,1,27/11/2022
"Santiago, Valentin Letelier",626814000,18000.0,444,444,7,6,0,27/11/2022
"Puente Alto, Casa 1 Piso en Puente Alto",75000000,2153.749,100,233,3,1,0,27/11/2022
"Pudahuel, Las enciclicas  ag /ricardo vial",113000000,3244.982,170,170,5,3,0,27/11/2022
"Ñuñoa, Av. Grecia/Suarez Mujica",567614900,16300.0,244,489,4,4,0,27/11/2022
"Quinta Normal, Andes - Eduardo Charme",365641500,10500.0,226,678,4,3,2,27/11/2022
"Peñaflor, Condominio Santa María de Peñaflor , Peñaflor",416134850,11950.0,8000,320,5,4,0,27/11/2022
"Santiago, Santiago, Región Metropolitana",167812037,4819.0,222,100,5,2,0,27/11/2022
"Peñalolén, Av Quebrada de Macul No. 8100",290772050,8350.0,105,217,4,3,0,27/11/2022
"Peñalolén, Peñalolén, Región Metropolitana",125000000,3589.582,89,180,2,1,1,27/11/2022
"Las Condes, Las Condes, Región Metropolitana",160000000,4594.664,60,160,3,1,2,27/11/2022
"Las Condes, Estadio israelita, hopital fach, bocaccio",644225500,18500.0,162,600,3,2,0,27/11/2022
